from_airport,from_latitude,from_longitude,to_airport,to_latitude,to_longitude
Hon Airport,42.884784,128.033416,Nangade Airport,-11.0443228,-75.4694285
Hengyang Nanyue Airport,57.7602946,16.642353,Wainwright Airport,36.628305,101.765843
Sukhothai Airport,35.872664,120.04619,Reese Airpark,49.9851242,19.3263098
Cowell Airport,32.033607,35.263935,Minneapolis-St Paul International/Wold-Chamberlain Airport,58.3226908,15.1335348
Sumter Airport,-6.2057964,106.7057733,Tarapaina Airport,39.6599999,-104.84
Hamburg-Finkenwerder Airport,61.2323264,7.1061441,Enyu Airfield,13.70832,100.5201019
Crossville Memorial Whitson Field,45.48338,-71.66577,Dubrovnik Airport,38.766979,108.689367
Yarmouth Airport,-25.304882,-49.0555691,Niigata Airport,40.9109489,49.0729264
Aleppo International Airport,22.585397,113.38492,Erbil International Airport,11.4148113,-9.1788304
Larisa Airport,-6.125044,106.8377497,Troy Municipal Airport at N Kenneth Campbell Field,32.497877,119.975728
Samjiyŏn Airport,-1.8213645,125.379537,El Nouzha Airport,22.0808448,-79.4956974
Saertu Airport,14.6333181,-90.6703399,Palmarito Airport,29.090585,21.3321974
Wagethe Airport,37.2425649,111.8568586,Wawa Airport,-6.8845063,112.256285
Maupiti Airport,14.6628087,-87.7787929,Raba Raba Airport,47.66389,36.25633
Sampit(Hasan) Airport,31.347049,120.695047,Fontaine Airport,52.6738562,41.7631303
Wau Airport,35.0820413,-106.6478031,Maxwell Air Force Base,14.6002303,121.0480673
Oberpfaffenhofen Airport,-33.8989712,151.2149792,Barkly Downs Airport,27.868393,113.433712
Cimitarra Airport,41.4581245,-8.6099118,General Leite de Castro Airport,34.7071301,33.0226174
Sado Airport,22.99732,113.87497,RAF Benson,49.2088164,7.0075837
Mercer County Airport,31.476202,92.051239,Malevo Airport,47.5688259,-52.7079539
Accomack County Airport,-8.0716019,112.1758089,Agnew Airport,39.9250988,116.3968433
Golog Maqin Airport,15.2338798,-61.3567483,Loakan Airport,5.5298168,-0.705779
Port Williams Seaplane Base,-11.82198,-75.730667,Longnan Chengzhou Airport,37.4687736,140.9917351
Davenport Municipal Airport,59.2442754,18.0084483,Picos Airport,-7.4010055,112.5900671
Merluna Airport,-16.4981761,-69.1014935,Roseburg Regional Airport,7.6115877,126.1255129
Aberdeen Regional Airport,59.8509005,17.6300093,Santo Ângelo Airport,0.74692,124.26106
Sangster International Airport,37.2848363,-7.4666729,Antonio Roldan Betancourt Airport,42.280524,118.928688
Elista Airport,32.765421,-96.7413706,Curuzu Cuatia Airport,53.149977,140.6634789
Rouyn Noranda Airport,51.9998397,4.3399875,Juan Santamaria International Airport,53.2067339,22.166847
Wonenara Airport,46.3176956,48.0025271,Placerville Airport,25.2898918,32.5522304
Aden Adde International Airport,49.0337963,16.2983865,Creston Valley Regional Airport - Art Sutcliffe Field,11.0256293,123.9064425
Alto Palena Airport,57.3665832,61.4221758,Newport State Airport,-7.7474,114.0409
Hermes Quijada International Airport,38.7087189,-9.2280364,Tunis Carthage International Airport,10.8370155,4.7432763
Longreach Airport,27.983279,112.339509,Naypyidaw Airport,38.58,-121.49
Marion Municipal Airport,45.5458137,18.28907,Sambava Airport,51.2701042,16.7076821
Phoenix Sky Harbor International Airport,55.4120248,58.5983581,Triangle North Executive Airport,-29.4933611,-63.6964035
Kambalda Airport,7.231262,79.840886,Dawson Creek Airport,15.2008428,-12.9449928
Catacamas Airport,32.052539,35.125431,Paris Issy-les-Moulineaux Heliport,21.241735,-77.8267218
Nulato Airport,-7.4011226,111.5110576,Bogorodskoye Airport,3.9671435,103.40391
Forestville Airport,33.4996213,126.5311884,Launceston Airport,42.8494142,27.7900409
Rogue Valley International Medford Airport,31.654375,120.752481,Key Field,14.4437531,102.8514837
Costa Esmeralda Airport,-34.9284989,138.6007456,Ngala Airport,3.3570113,106.3316629
Kungim Airport,29.654838,91.140552,Algona Municipal Airport,16.5163413,-15.802612
Cooma Snowy Mountains Airport,6.2958736,101.7296049,Kake Seaplane Base,52.746302,14.7015401
Newman Airport,7.7299001,125.1001641,Calvi-Sainte-Catherine Airport,26.419602,111.8132691
Orenburg Central Airport,-9.5961614,119.5752764,Norman Wells Airport,59.379366,13.503977
Kulik Lake Airport,30.157633,103.49824,Arandis Airport,43.6575957,4.6337414
Presidente Peron Airport,39.918983,116.47861,Lonorore Airport,43.736236,22.7219856
Galway Airport,-7.3737257,107.7103291,Ghanzi Airport,23.106401,113.459749
Bitam Airport,30.3458998,-5.8406587,Dhangarhi Airport,29.673141,118.299341
Innsbruck Airport,33.9690929,68.9509787,Mount Pleasant Airport,13.439615,-86.7994359
Rabil Airport,49.4774391,43.8548861,Pampa Guanaco Airport,33.7484047,-116.3520354
Inácio Luís do Nascimento Airport,39.9041999,116.4073963,Dunwich Airport,-6.1492453,106.8906727
El Tajín National Airport,6.1097207,102.2462087,Magaruque Airport,5.2351338,-75.8346203
Coronel Horácio de Mattos Airport,8.9917373,40.1631879,Sunshine Coast Airport,56.232836,43.8367278
Robe Airport,29.484185,105.594779,Fort Hope Airport,36.7821,117.032171
Yotvata Airfield,30.3312397,120.1534039,Sokol Airport,18.252847,109.511909
Stavanger Airport Sola,8.89508,-76.35459,Grenchen Airport,32.7030883,-96.8029489
Pitt Greenville Airport,25.1434095,-12.3714463,Ignace Municipal Airport,39.761892,116.420331
Sebring Regional Airport,52.596028,22.1470031,Wrangell Airport,-7.5330309,-46.035885
Saint-Yan Airport,23.219932,102.835223,Stockholm-Arlanda Airport,47.440449,19.1700809
Preah Vinhear Airport,23.296786,113.823135,La Grande Rivière Airport,-23.3505295,47.5914122
Gagnoa Airport,-7.6617749,108.7303974,Orange County Airport,-8.496803,115.148803
Biju Patnaik Airport,14.6052661,121.1206771,Koro Island Airport,26.5642157,50.0495725
Plan De Guadalupe International Airport,37.473022,116.603883,Grenfell Airport,19.5037694,-99.1324282
Rosella Plains Airport,45.8060242,17.4116835,Aggeneys Airport,-7.1234674,111.8479156
Dalhart Municipal Airport,40.2047139,44.5128424,Veranópolis Airport,59.2963732,18.068622
Man Airport,15.5653934,120.6147766,Arak Airport,39.9599267,-8.4886039
Manokotak Airport,35.2970392,25.0182231,Lawson Army Air Field (Fort Benning),19.2573848,-99.0149647
Kaniama Airport,46.8584087,31.3849652,Palm Beach County Park Airport,-4.6772418,104.5422225
Comiso Airport,-28.8394041,-66.9476782,Page Municipal Airport,14.5694528,121.0168115
Cleveland Hopkins International Airport,25.570888,111.945844,Yasouj Airport,18.0461423,100.9128995
Münster Osnabrück Airport,-7.3639966,108.3207992,Brawley Municipal Airport,26.048803,116.619923
Prince Albert Glass Field,57.3550131,12.4765885,Clayton Municipal Airpark,45.506995,124.292626
Quad City International Airport,30.789876,103.455954,Koinambe Airport,13.2836618,-61.2466754
Salzburg Airport,10.6377926,30.3839017,Rechlin-Lärz Airport,26.489902,113.772655
St-François Airport,5.8330136,-72.9342451,Robe Airport,9.9576111,-84.0284827
Dinangat Airport,-2.6286135,-49.4059435,Enarotali Airport,60.6858505,15.0446489
Aviano Air Base,37.5236561,-8.7860267,Mojave Airport,50.3331127,10.2247836
Metz-Nancy-Lorraine Airport,-33.63973,19.446007,Debra Marcos Airport,25.984639,99.825101
Cakung Airport,60.203651,24.8980279,Lethbridge County Airport,31.329601,120.434238
Boralday Airport,60.5854759,22.897837,Liverpool John Lennon Airport,48.48333,124.48333
Muttaburra Airport,32.830953,110.873513,Manitowoc County Airport,14.6521259,100.0135929
Majkin Airport,28.260141,112.571923,Devi Ahilyabai Holkar Airport,23.372254,116.716446
Santa Genoveva Airport,48.5347071,7.6370168,Poplar River Airport,14.6702846,99.6404495
Fort Stockton Pecos County Airport,-9.922886,38.328209,Parker County Airport,22.781631,108.273158
New Plymouth Airport,56.947079,23.6168485,Ocean City Municipal Airport,-14.3377247,-170.7810162
Colac Airport,37.7404063,127.4241436,Bagdad Airport,12.9714369,99.8991604
